project_id,project_code,project_name,client_name,project_status,start_date,end_date,updated_at
295,PRJ-000295,Iterate Vertical Functionalities Program,Espinoza-Swanson,Cancelled,2021-04-08,,2021-07-16 01:04:00
4072,PRJ-004072,Matrix Killer Relationships Program,Beard-Barnes,Active,2021-11-05,2022-05-17,2021-11-23 09:59:00
1576,PRJ-001576,Facilitate Proactive Web Services Program,"Crane, Collins and Thornton",Active,2019-04-11,,2019-08-06 13:36:00
3810,PRJ-003810,Harness Dot-Com Solutions Program,"Larson, Edwards and Dudley",On Hold,2025-08-20,,2025-10-23 19:09:00
1031,PRJ-001031,Re-Contextualize Holistic Mindshare Program,Galvan-Armstrong,Completed,2020-02-26,2022-01-15,2020-06-05 23:05:00
395,PRJ-000395,Revolutionize Turn-Key Paradigms Program,"Reyes, Olson and Lewis",On Hold,2025-05-13,,2025-08-31 17:43:00
2964,PRJ-002964,Streamline Collaborative Technologies Program,"Sanchez, Keith and Maxwell",Active,2018-01-28,2020-06-14,2018-05-20 15:31:00
4912,PRJ-000584,Exploit Transparent Systems Program Refresh,Mathews Ltd,Planned,2020-01-15,2021-12-03,2020-09-22 04:48:00
2334,PRJ-002334,Implement Cutting-Edge Web-Readiness Program,Hicks-Burns,Planned,2021-04-26,2022-01-26,2021-07-13 02:10:00
735,PRJ-000735,Unleash B2C Systems Program,"Fuller, Wilson and Franklin",Cancelled,2023-12-29,,2024-03-20 18:25:00
447,PRJ-000447,Whiteboard Distributed Deliverables Program,Dean-Snyder,On Hold,2018-12-31,2020-06-05,2019-02-26 16:54:00
1236,PRJ-001236,Aggregate Dot-Com Networks Program,Farley and Sons,Planned,2019-10-24,,2019-11-14 14:57:00
1713,PRJ-001713,Grow Value-Added Deliverables Program,"Guzman, Doyle and Dunn",Planned,2025-01-23,,2025-04-22 13:06:00
4713,PRJ-002674,Benchmark Dynamic Communities Program Refresh,Davidson and Sons,Active,2025-01-18,,2025-07-09 01:04:00
3904,PRJ-003904,Optimize Viral Initiatives Program,Johnston-Crawford,Completed,2024-02-24,2026-04-20,2024-06-09 10:08:00
1382,PRJ-001382,Maximize B2C Metrics Program,Roman-Blake,On Hold,2025-12-08,2028-05-15,2026-04-03 15:04:00
4160,PRJ-004160,Grow Out-Of-The-Box Partnerships Program,Johnston LLC,On Hold,2022-06-25,2024-01-12,2022-09-27 12:07:00
3587,PRJ-003587,Exploit Open-Source Experiences Program,Gregory-Hayes,Cancelled,2026-02-07,2027-08-15,2026-05-04 03:52:00
461,PRJ-000461,Aggregate Revolutionary Applications Program,"Williams, Weaver and Ware",Active,2026-07-08,2028-09-19,2026-08-20 14:18:00
3355,PRJ-003355,Unleash Synergistic Solutions Program,Nguyen LLC,Cancelled,2024-11-02,,2024-11-17 03:49:00
1255,PRJ-001255,Integrate E-Business E-Services Program,"Mcdaniel, Bennett and Powell",Cancelled,2022-08-04,2024-11-26,2022-11-29 13:19:00
2636,PRJ-002636,Syndicate Best-Of-Breed E-Markets Program,Frey-Golden,On Hold,2019-01-02,2019-07-03,2019-04-11 03:30:00
2457,PRJ-002457,Cultivate Impactful Portals Program,"Mathews, Bradley and Carey",Active,2021-07-21,,2021-11-13 13:47:00
4316,PRJ-000440,Empower Transparent Partnerships Program Refresh,Kelley-Miller,Cancelled,2023-09-04,,2024-02-15 05:44:00
751,PRJ-000751,Engineer Magnetic Web Services Program,"Thomas, Scott and Obrien",Planned,2020-01-22,,2020-04-23 03:00:00
4063,PRJ-004063,Repurpose Vertical Experiences Program,Adams Group,Completed,2026-02-21,2026-06-08,2026-02-25 23:36:00
3946,PRJ-003946,Mesh Robust Eyeballs Program,"Baker, Henry and Simmons",On Hold,2021-08-05,,2021-11-04 08:12:00
306,PRJ-000306,Brand Innovative Technologies Program,Johnson LLC,Cancelled,2019-09-02,,2019-11-10 21:26:00
200,PRJ-000200,Leverage Bleeding-Edge Methodologies Program,Sanchez-Mason,Planned,2024-09-14,,2024-10-11 06:54:00
3682,PRJ-003682,Scale Impactful Deliverables Program,"Ross, Mckenzie and Wilson",Completed,2019-06-19,2020-06-27,2019-07-26 08:08:00
1811,PRJ-001811,Harness Back-End Networks Program,Russo and Sons,Cancelled,2022-04-14,2024-01-23,2022-06-08 06:42:00
956,PRJ-000956,Evolve Clicks-And-Mortar Portals Program,Butler Inc,Completed,2021-09-11,2022-03-07,2022-01-09 13:52:00
1064,PRJ-001064,Syndicate Ubiquitous Vortals Program,"Reyes, Davis and Douglas",Cancelled,2021-06-10,2023-02-10,2021-06-29 02:17:00
1312,PRJ-001312,Deliver Distributed Schemas Program,"Valdez, Owen and Woods",Planned,2025-04-30,,2025-07-06 22:41:00
2798,PRJ-002798,Incubate 24/365 Markets Program,Brock-Fowler,On Hold,2018-09-11,2021-01-09,2018-12-17 20:05:00
2761,PRJ-002761,Whiteboard Distributed Paradigms Program,"Williams, Alvarado and White",Active,2020-01-18,2022-02-25,2020-03-06 18:01:00
4754,PRJ-002929,Orchestrate Rich Infrastructures Program Refresh,"Grant, Taylor and Figueroa",Completed,2023-08-17,2024-03-19,2024-06-25 09:06:00
2510,PRJ-002510,Visualize Magnetic Platforms Program,Kelly-Tran,On Hold,2020-06-10,2022-01-05,2020-08-17 00:03:00
1583,PRJ-001583,Engineer Best-Of-Breed Content Program,Erickson Ltd,Planned,2025-09-03,,2025-11-26 12:43:00
1994,PRJ-001994,Transform Next-Generation E-Tailers Program,Bishop Inc,On Hold,2024-08-09,,2024-10-12 18:14:00
466,PRJ-000466,Optimize Strategic Experiences Program,Wilson Inc,Active,2019-06-15,2020-09-12,2019-09-28 21:22:00
1431,PRJ-001431,Extend Leading-Edge Markets Program,"Young, Hooper and Giles",Planned,2026-02-26,2027-07-27,2026-03-24 21:31:00
4391,PRJ-000763,Grow Scalable E-Business Program Refresh,"Bonilla, Conrad and Thompson",Planned,2024-07-22,2026-05-02,2025-03-24 00:06:00
2561,PRJ-002561,Embrace Open-Source Niches Program,Vega PLC,On Hold,2022-08-18,,2022-09-16 17:05:00
4252,PRJ-000833,Morph Killer Users Program Refresh,"Hanson, Boone and Lopez",Cancelled,2021-02-15,,2021-05-05 20:38:00
4186,PRJ-004186,Disintermediate Value-Added Eyeballs Program,"Singleton, Miranda and Johnson",Active,2020-05-27,,2020-07-06 14:31:00
3720,PRJ-003720,Incubate Vertical Bandwidth Program,"Brown, Campbell and Robertson",Cancelled,2018-11-14,2019-04-17,2019-03-13 04:12:00
2177,PRJ-002177,Repurpose Wireless Schemas Program,Rose LLC,Cancelled,2019-08-07,2021-11-13,2019-11-05 02:29:00
1762,PRJ-001762,Monetize Open-Source Portals Program,Evans and Sons,Planned,2021-11-12,2023-08-31,2021-11-26 14:51:00
2029,PRJ-002029,Leverage Web-Enabled Models Program,Alexander-Colon,On Hold,2019-10-19,2020-10-02,2020-02-01 11:57:00
2300,PRJ-002300,Enhance Front-End Eyeballs Program,Howell PLC,Completed,2025-11-28,2026-03-11,2026-03-19 08:13:00
1058,PRJ-001058,Innovate Intuitive Interfaces Program,"Lewis, Morgan and Griffin",On Hold,2021-10-20,2023-08-25,2021-11-23 06:50:00
4048,PRJ-004048,Exploit Collaborative Initiatives Program,"Diaz, Long and Guerra",Cancelled,2026-04-17,,2026-04-21 11:57:00
2541,PRJ-002541,Unleash Bricks-And-Clicks Initiatives Program,Baker Ltd,Completed,2026-07-13,2028-04-30,2026-10-09 19:47:00
3333,PRJ-003333,Re-Contextualize Back-End Portals Program,Price-Reyes,Active,2025-01-22,,2025-04-21 15:23:00
3214,PRJ-003214,Re-Contextualize Scalable E-Services Program,"Davis, Parks and Washington",Planned,2021-03-22,,2021-04-07 04:26:00
2905,PRJ-002905,Harness Strategic Networks Program,Richards Group,Cancelled,2023-11-19,2024-02-04,2023-12-14 01:09:00
4987,PRJ-004139,E-Enable Vertical Methodologies Program Refresh,"Castro, Vasquez and Martinez",Planned,2023-01-31,2024-08-02,2023-09-26 08:28:00
2898,PRJ-002898,Benchmark Rich Experiences Program,Hartman Inc,Planned,2022-07-07,,2022-10-26 18:06:00
1488,PRJ-001488,Re-Contextualize Web-Enabled Niches Program,Peterson Group,Completed,2025-07-28,2025-10-09,2025-09-21 02:32:00
3135,PRJ-003135,Brand Customized Niches Program,Mendoza PLC,Completed,2018-05-15,2019-03-31,2018-08-07 15:11:00
887,PRJ-000887,Orchestrate User-Centric Solutions Program,Myers-Chung,Planned,2018-12-04,2020-05-18,2019-03-12 20:12:00
1673,PRJ-001673,Reinvent 24/365 Relationships Program,Johnson-Jensen,Planned,2023-01-22,,2023-02-16 19:14:00
510,PRJ-000510,Drive Strategic Info-Mediaries Program,Davis-Bishop,Planned,2018-11-21,2019-09-15,2018-12-24 05:04:00
1319,PRJ-001319,Re-Intermediate World-Class Solutions Program,Barnett-Ellis,Completed,2026-07-06,,2026-10-29 07:36:00
4256,PRJ-002511,Seize Robust Metrics Program Refresh,"Bell, Williams and Flores",Active,2022-11-24,,2023-03-31 20:51:00
2957,PRJ-002957,Mesh Integrated Channels Program,Stephens PLC,Active,2020-02-02,2021-06-11,2020-05-14 23:50:00
3519,PRJ-003519,Syndicate Turn-Key Users Program,"Brewer, Paul and May",On Hold,2026-04-08,2027-05-05,2026-05-13 04:08:00
852,PRJ-000852,Disintermediate Strategic Vortals Program,Edwards-Wilcox,Active,2025-05-14,2025-09-02,2025-08-12 07:47:00
4874,PRJ-001793,Mesh Magnetic Platforms Program Refresh,"Gamble, Cook and Richmond",On Hold,2018-09-23,2020-06-04,2019-04-05 17:18:00
3571,PRJ-003571,E-Enable Cross-Media Bandwidth Program,"Ryan, White and Smith",Cancelled,2026-03-25,2027-11-07,2026-06-30 22:21:00
1595,PRJ-001595,Orchestrate Customized Networks Program,Velasquez LLC,Cancelled,2025-04-29,,2025-05-09 12:57:00
707,PRJ-000707,Envisioneer Cross-Media Solutions Program,Campbell-Moran,On Hold,2019-03-24,,2019-06-19 05:26:00
1633,PRJ-001633,Harness Killer Channels Program,Donovan-Singh,Active,2025-07-12,2027-07-09,2025-09-27 22:42:00
108,PRJ-000108,Reinvent B2B Deliverables Program,"Hayes, Walsh and Jones",Planned,2021-06-28,,2021-07-08 07:08:00
2540,PRJ-002540,Generate Customized Interfaces Program,"Jones, Alvarado and Ford",On Hold,2018-08-22,,2018-08-30 18:49:00
2008,PRJ-002008,Envisioneer Frictionless E-Commerce Program,"Bowman, Taylor and Turner",Planned,2026-07-28,2028-05-03,2026-08-31 01:31:00
4201,PRJ-004201,Re-Intermediate Dynamic Niches Program,"Everett, Valentine and Griffin",Cancelled,2022-06-11,2022-09-22,2022-09-26 21:48:00
2949,PRJ-002949,Enable Rich Supply-Chains Program,"Maldonado, Palmer and Norton",Planned,2025-03-11,2025-12-12,2025-04-22 17:04:00
2214,PRJ-002214,Drive Turn-Key Interfaces Program,Bautista LLC,Cancelled,2024-08-31,2025-11-16,2024-11-27 07:24:00
2166,PRJ-002166,Facilitate Holistic Niches Program,King PLC,Cancelled,2023-02-22,2025-07-24,2023-06-13 13:24:00
2217,PRJ-002217,Enable Intuitive E-Markets Program,"Hernandez, Long and Patton",Completed,2025-09-27,2028-01-07,2025-12-31 21:50:00
589,PRJ-000589,Synthesize Plug-And-Play Systems Program,Wiley Inc,Cancelled,2022-07-16,,2022-10-09 10:54:00
4443,PRJ-001905,Exploit Global Vortals Program Refresh,Frazier Ltd,Active,2020-10-04,2022-05-01,2021-04-02 13:42:00
2254,PRJ-002254,Cultivate B2B Partnerships Program,Mahoney PLC,Active,2026-07-30,2026-09-14,2026-08-04 07:24:00
2804,PRJ-002804,Aggregate Wireless Infrastructures Program,"Roberts, Knight and Tucker",Cancelled,2020-04-26,,2020-08-17 10:42:00
1990,PRJ-001990,Scale One-To-One Content Program,"Lawson, Clark and Wilson",On Hold,2021-03-24,,2021-04-30 16:53:00
3494,PRJ-003494,Syndicate Magnetic Relationships Program,Kline-Villanueva,Cancelled,2022-03-28,2024-09-04,2022-06-22 21:44:00
847,PRJ-000847,Grow B2C Action-Items Program,"Adkins, Schmidt and Sherman",Active,2020-01-18,2020-08-12,2020-02-29 23:43:00
1203,PRJ-001203,E-Enable Real-Time Metrics Program,Parrish-Chapman,Completed,2023-04-20,2025-09-02,2023-06-17 10:35:00
4890,PRJ-001155,Enable End-To-End Functionalities Program Refresh,Valdez-Ferguson,Active,2021-10-20,,2022-06-21 19:28:00
380,PRJ-000380,E-Enable World-Class Synergies Program,"Smith, Holland and Bright",Planned,2026-08-03,2026-12-26,2026-09-12 11:45:00
1457,PRJ-001457,Engineer B2C Systems Program,"Griffin, Grimes and Mullins",Active,2019-05-24,2021-02-22,2019-08-26 18:35:00
704,PRJ-000704,Morph Leading-Edge Markets Program,Brown LLC,Planned,2018-07-03,2019-04-05,2018-10-08 06:48:00
637,PRJ-000637,Matrix Strategic Partnerships Program,"Hughes, Melton and Vargas",Planned,2019-05-06,2019-10-15,2019-06-22 19:52:00
2162,PRJ-002162,Extend Enterprise Experiences Program,Young and Sons,Planned,2021-10-03,2023-07-27,2021-12-29 01:00:00
4584,PRJ-000451,Implement Plug-And-Play Portals Program Refresh,Gray-Clark,Completed,2020-09-07,2021-12-27,2021-02-25 16:50:00
4678,PRJ-002463,Implement Efficient Functionalities Program Refresh,Baker Ltd,On Hold,2026-05-28,,2026-12-10 15:15:00
3116,PRJ-003116,Disintermediate Intuitive Roi Program,Reid PLC,On Hold,2025-03-11,2026-12-12,2025-04-30 21:19:00
1439,PRJ-001439,Harness Cross-Platform Markets Program,Clark-Henderson,On Hold,2024-02-20,,2024-05-17 20:37:00
654,PRJ-000654,Matrix World-Class Schemas Program,"Oconnor, Flores and Mack",Completed,2026-11-13,,2027-02-11 09:23:00
2360,PRJ-002360,Innovate Granular Web Services Program,Steele and Sons,On Hold,2021-06-02,,2021-08-07 07:41:00
3352,PRJ-003352,Reinvent Proactive Niches Program,Olsen Ltd,Completed,2024-12-17,2027-02-02,2025-02-27 13:07:00
615,PRJ-000615,Deploy Vertical E-Services Program,Bryant-Evans,Planned,2018-12-25,,2019-03-27 11:15:00
384,PRJ-000384,Facilitate Efficient Communities Program,"Velasquez, Lin and Rose",Active,2025-11-27,,2025-12-26 13:35:00
3692,PRJ-003692,Generate Virtual Architectures Program,Owens-Olson,On Hold,2023-08-07,2024-06-24,2023-09-18 20:02:00
2767,PRJ-002767,Incubate Killer Relationships Program,Sanchez-Lucero,Planned,2019-01-08,2020-09-10,2019-03-30 01:24:00
2048,PRJ-002048,Exploit Cross-Platform Interfaces Program,Garrett Inc,Active,2020-08-28,2021-09-14,2020-11-29 03:09:00
564,PRJ-000564,Deliver Intuitive E-Services Program,"Cohen, Garner and Harris",Active,2024-01-22,2024-05-16,2024-03-18 02:29:00
4763,PRJ-001926,Unleash Front-End Web-Readiness Program Refresh,"Sullivan, Delgado and Black",Cancelled,2020-10-09,2023-01-31,2021-03-24 07:00:00
867,PRJ-000867,Extend End-To-End Methodologies Program,"Bradford, Moore and Perez",Completed,2025-07-10,,2025-07-13 16:02:00
3647,PRJ-003647,Innovate Proactive Relationships Program,King Group,Active,2018-09-18,,2018-10-17 06:31:00
1880,PRJ-001880,Empower Bleeding-Edge E-Markets Program,"Thomas, Adams and Franklin",Completed,2025-05-29,2026-04-01,2025-05-30 16:20:00
4420,PRJ-002653,Seize Distributed Relationships Program Refresh,White Ltd,Completed,2020-02-20,2020-08-06,2020-06-28 20:42:00
5,PRJ-000005,Optimize Mission-Critical Niches Program,Rodriguez-Garrett,Cancelled,2021-10-19,,2022-01-06 05:07:00
685,PRJ-000685,Enhance E-Business Web Services Program,Wright Group,Active,2020-06-03,2022-01-21,2020-06-24 01:59:00
638,PRJ-000638,Exploit Scalable Methodologies Program,"Hall, Walker and Foster",Completed,2018-11-25,2020-09-12,2018-12-02 13:47:00
3882,PRJ-003882,Scale One-To-One Schemas Program,"Delgado, Christian and Harris",Cancelled,2021-08-04,2022-03-10,2021-10-06 14:35:00
415,PRJ-000415,Matrix Out-Of-The-Box Channels Program,"Ortega, Hoover and Reed",Active,2019-01-18,2019-08-02,2019-04-11 06:37:00
3477,PRJ-003477,Disintermediate Rich Markets Program,"Sanders, Herrera and Warner",Planned,2020-01-02,2021-08-16,2020-01-26 17:05:00
4110,PRJ-004110,Evolve Extensible Networks Program,Vasquez LLC,Completed,2021-09-24,2023-02-12,2021-11-04 16:19:00
1887,PRJ-001887,Maximize Proactive Interfaces Program,Clements and Sons,Completed,2020-07-06,2022-01-19,2020-09-02 02:12:00
3035,PRJ-003035,Exploit E-Business Markets Program,"Foster, Smith and Richardson",Planned,2019-02-11,,2019-05-17 19:07:00
2726,PRJ-002726,Benchmark B2C Partnerships Program,"Crawford, Johnson and Hernandez",On Hold,2024-06-03,2024-08-19,2024-08-19 22:34:00
3358,PRJ-003358,Seize Frictionless Infrastructures Program,Bates Ltd,Active,2025-12-14,2026-06-18,2025-12-18 23:34:00
2856,PRJ-002856,Benchmark Ubiquitous Synergies Program,Curry LLC,Cancelled,2020-05-13,2020-09-05,2020-06-16 12:28:00
3152,PRJ-003152,Optimize Scalable Supply-Chains Program,Brown-Cole,Completed,2020-06-04,,2020-07-30 12:24:00
2286,PRJ-002286,Transform Real-Time Partnerships Program,Mccoy-Schmidt,Completed,2019-04-06,2019-10-24,2019-05-19 22:58:00
3730,PRJ-003730,Synergize Out-Of-The-Box Interfaces Program,"Brown, Moore and Kemp",Active,2021-10-17,2022-12-16,2021-11-16 20:38:00
3662,PRJ-003662,Strategize Dot-Com Convergence Program,Ortega and Sons,Cancelled,2020-03-27,2021-09-08,2020-06-29 16:41:00
1766,PRJ-001766,Deliver Revolutionary Markets Program,"Nelson, Nichols and Bass",Planned,2024-08-29,2026-11-09,2024-09-26 01:34:00
2599,PRJ-002599,Maximize Bricks-And-Clicks Infrastructures Program,Jackson PLC,Completed,2020-04-01,,2020-07-03 06:25:00
4208,PRJ-004208,Orchestrate Cross-Media Partnerships Program,Johnson PLC,On Hold,2026-12-24,2027-04-16,2027-02-26 19:47:00
2311,PRJ-002311,E-Enable Proactive Paradigms Program,"Chavez, Smith and Chen",Completed,2021-08-04,2021-10-03,2021-10-25 11:04:00
3584,PRJ-003584,Implement Innovative Niches Program,Jackson and Sons,Completed,2025-11-09,2026-03-02,2026-02-19 01:21:00
3588,PRJ-003588,Harness Clicks-And-Mortar Bandwidth Program,Gillespie-Hill,On Hold,2023-04-10,2023-12-01,2023-05-24 14:44:00
1538,PRJ-001538,Maximize Extensible Roi Program,Reese and Sons,Cancelled,2026-08-15,2028-06-23,2026-10-27 01:50:00
4185,PRJ-004185,Incubate Best-Of-Breed Web-Readiness Program,"Fuentes, Lopez and Walker",On Hold,2024-03-14,2024-11-19,2024-05-01 22:17:00
3673,PRJ-003673,Expedite Viral Systems Program,Robinson Group,Active,2026-03-24,2027-09-22,2026-06-14 07:35:00
3481,PRJ-003481,Cultivate Revolutionary Solutions Program,Cohen-Brown,Completed,2020-01-29,,2020-02-13 04:23:00
1119,PRJ-001119,Utilize Rich Technologies Program,Carlson-Lee,Planned,2022-06-14,,2022-08-30 05:31:00
585,PRJ-000585,Exploit Visionary Models Program,"Thomas, Schwartz and Huang",On Hold,2018-09-01,,2018-12-04 06:41:00
4432,PRJ-000672,Leverage Back-End Experiences Program Refresh,Jackson-Torres,On Hold,2026-12-08,2029-05-22,2027-07-09 06:43:00
189,PRJ-000189,Seize Bricks-And-Clicks Eyeballs Program,Chapman-Sims,Cancelled,2021-06-07,2023-05-02,2021-07-19 07:03:00
673,PRJ-000673,Cultivate Leading-Edge Functionalities Program,Hernandez PLC,Completed,2021-05-14,2023-09-14,2021-07-08 18:40:00
702,PRJ-000702,Target Value-Added Experiences Program,"Reed, Torres and Woods",Completed,2024-01-16,2026-04-26,2024-02-06 02:57:00
3834,PRJ-003834,Implement Innovative E-Markets Program,Vincent PLC,Active,2020-02-23,2020-12-17,2020-06-14 08:26:00
371,PRJ-000371,Benchmark Bleeding-Edge Eyeballs Program,"Griffin, Douglas and Diaz",On Hold,2021-02-10,2022-05-10,2021-03-16 13:34:00
2098,PRJ-002098,E-Enable Wireless Methodologies Program,"Solis, Kane and Weaver",Completed,2019-03-14,2021-02-26,2019-05-30 00:53:00
1458,PRJ-001458,Engage Open-Source Action-Items Program,"Harrison, Perkins and Miller",Planned,2020-05-26,2021-05-02,2020-06-16 03:25:00
4954,PRJ-000034,Leverage Intuitive Roi Program Refresh,"Wilson, Tanner and Buchanan",Active,2023-08-16,2024-08-10,2023-12-18 06:17:00
899,PRJ-000899,Synergize Interactive Platforms Program,"Wood, Rodriguez and Campbell",Planned,2025-03-08,2025-04-26,2025-03-23 12:24:00
2962,PRJ-002962,Enable Enterprise Convergence Program,"Bishop, Miller and Lane",Planned,2019-03-27,2019-11-29,2019-05-11 03:12:00
1295,PRJ-001295,Streamline Seamless Networks Program,Maldonado Ltd,Planned,2018-02-08,2018-09-30,2018-04-04 17:29:00
4466,PRJ-002167,Embrace Best-Of-Breed Vortals Program Refresh,Dixon-Warren,Completed,2021-09-03,2023-05-31,2022-07-24 11:43:00
3500,PRJ-003500,Matrix Turn-Key E-Markets Program,"Reed, Thomas and Hopkins",Cancelled,2020-04-02,2020-08-25,2020-04-20 22:36:00
2725,PRJ-002725,Transform B2B Partnerships Program,"Gordon, Fischer and Ramirez",On Hold,2026-06-28,2028-01-15,2026-07-05 17:38:00
920,PRJ-000920,Aggregate User-Centric Functionalities Program,"Coffey, Fisher and Williams",Cancelled,2020-10-08,2022-03-19,2020-10-13 04:16:00
1109,PRJ-001109,Iterate Next-Generation Content Program,"Walker, Sparks and Reese",On Hold,2025-10-23,,2026-02-02 15:26:00
3755,PRJ-003755,Incentivize Rich Deliverables Program,"Baxter, Stone and Campbell",On Hold,2025-12-25,2027-06-10,2026-02-20 19:29:00
1231,PRJ-001231,Enable Open-Source Info-Mediaries Program,"Compton, Ellis and Brown",Active,2021-12-30,2022-11-30,2022-04-17 20:58:00
120,PRJ-000120,Drive 24/365 Vortals Program,Guzman-Jackson,Active,2020-08-31,,2020-10-23 22:55:00
2309,PRJ-002309,Embrace Wireless Relationships Program,"Green, Williams and Orozco",Completed,2024-08-15,2025-09-14,2024-11-26 17:08:00
2272,PRJ-002272,Iterate Real-Time Experiences Program,Harvey-Ortega,Completed,2021-02-11,2022-06-26,2021-04-09 10:06:00
1814,PRJ-001814,Iterate Impactful Mindshare Program,Fischer Group,On Hold,2023-08-25,,2023-09-09 02:52:00
280,PRJ-000280,Productize Collaborative Eyeballs Program,Peterson-Miles,Active,2021-03-31,2023-02-17,2021-05-20 04:10:00
1740,PRJ-001740,Maximize Seamless Initiatives Program,"Cross, Terry and Romero",Planned,2019-10-24,2022-03-21,2020-01-14 17:05:00
1477,PRJ-001477,Orchestrate Next-Generation Experiences Program,Clark Ltd,On Hold,2022-04-13,2024-09-26,2022-08-01 10:47:00
2086,PRJ-002086,Incentivize Integrated Platforms Program,Mccoy Inc,On Hold,2021-01-06,,2021-04-03 07:17:00
655,PRJ-000655,Reinvent Interactive Networks Program,King-Cummings,On Hold,2024-10-19,,2025-01-28 11:54:00
3977,PRJ-003977,Engineer Bricks-And-Clicks Vortals Program,Douglas LLC,On Hold,2018-11-04,2020-08-07,2018-11-22 21:08:00
688,PRJ-000688,Innovate Global Initiatives Program,Moody-Mendez,Planned,2023-07-19,2024-05-21,2023-10-08 15:31:00
820,PRJ-000820,Engage One-To-One Content Program,White Group,On Hold,2025-06-09,,2025-10-03 15:49:00
1371,PRJ-001371,Architect Bleeding-Edge Partnerships Program,Lawrence-Morton,Cancelled,2024-01-08,2024-06-09,2024-01-22 04:40:00
3436,PRJ-003436,Redefine Collaborative Interfaces Program,"Lawson, Ingram and Woodward",Active,2022-09-13,2023-08-14,2022-10-03 16:11:00
1729,PRJ-001729,Facilitate Robust Eyeballs Program,"Hester, Jacobson and Taylor",On Hold,2020-08-13,2021-04-09,2020-08-14 02:14:00
3962,PRJ-003962,Mesh B2C Interfaces Program,Murillo-Gordon,Completed,2022-01-24,,2022-01-28 04:24:00
2776,PRJ-002776,Syndicate Killer Channels Program,Powell-Olson,Planned,2021-02-26,2021-05-19,2021-03-19 02:34:00
3221,PRJ-003221,Benchmark Intuitive Users Program,Shannon-Bauer,Completed,2025-06-13,,2025-08-13 11:16:00
4808,PRJ-003150,Re-Contextualize Best-Of-Breed Platforms Program Refresh,Aguilar-Miller,Cancelled,2025-03-28,,2025-08-03 04:13:00
1571,PRJ-001571,Streamline Robust Communities Program,Ballard-Bolton,Cancelled,2020-09-09,2022-10-03,2020-11-16 03:54:00
4112,PRJ-004112,Disintermediate 24/365 Systems Program,"Hansen, Jimenez and Adkins",Completed,2020-03-04,,2020-05-06 01:11:00
3470,PRJ-003470,Iterate Customized Communities Program,Contreras Group,Planned,2025-01-16,2026-07-27,2025-04-04 22:31:00
1755,PRJ-001755,Seize E-Business Initiatives Program,Henry Group,Planned,2019-06-18,,2019-07-21 00:37:00
3744,PRJ-003744,Grow Leading-Edge Experiences Program,Nunez-Green,Active,2021-08-21,,2021-10-25 01:46:00
1641,PRJ-001641,Monetize B2C Channels Program,Schroeder Group,Cancelled,2021-10-11,2022-12-23,2021-11-06 13:56:00
1676,PRJ-001676,Scale Collaborative Relationships Program,Spencer Inc,On Hold,2026-10-19,2028-12-17,2026-11-01 16:23:00
2349,PRJ-002349,Productize Value-Added Info-Mediaries Program,Graham Inc,Planned,2024-04-16,2025-11-15,2024-05-12 17:44:00
3073,PRJ-003073,Strategize Collaborative Niches Program,Michael LLC,On Hold,2024-09-19,2025-11-02,2024-11-26 04:55:00
2535,PRJ-002535,Incentivize Plug-And-Play Bandwidth Program,"Barber, Owens and Stokes",On Hold,2020-07-09,,2020-08-29 05:07:00
2119,PRJ-002119,Implement Back-End Relationships Program,Wilkins-Cole,Active,2018-04-14,2020-03-14,2018-06-20 00:28:00
1112,PRJ-001112,Matrix Bricks-And-Clicks Web Services Program,Hall-Wright,On Hold,2018-11-09,,2018-12-29 06:51:00
1053,PRJ-001053,Expedite Cutting-Edge Schemas Program,Christian-Kennedy,Active,2024-01-19,2025-01-19,2024-05-05 12:59:00
2562,PRJ-002562,Whiteboard 24/7 Interfaces Program,"Oliver, Tucker and Bell",Planned,2020-12-06,2021-07-09,2021-03-23 13:14:00
4591,PRJ-000386,Enhance Distributed Eyeballs Program Refresh,Cross Inc,Completed,2021-05-15,2022-02-25,2021-11-09 06:03:00
4726,PRJ-004223,Grow Seamless Functionalities Program Refresh,"Gardner, Frank and Wang",Active,2025-08-05,2025-09-26,2026-04-02 07:16:00
4724,PRJ-000110,E-Enable Dot-Com Networks Program Refresh,Campos-Roman,Active,2026-02-05,2026-12-01,2026-10-29 05:40:00
3621,PRJ-003621,Streamline Vertical E-Business Program,Jones-Bruce,Cancelled,2021-08-13,2022-03-28,2021-09-13 15:08:00
1363,PRJ-001363,Transition Sticky E-Tailers Program,"Stewart, Barton and Johnson",Planned,2021-08-09,,2021-08-30 20:58:00
907,PRJ-000907,Repurpose Open-Source Systems Program,Velazquez LLC,Completed,2024-09-15,,2024-10-02 20:13:00
4433,PRJ-002737,Enhance Global Interfaces Program Refresh,Reyes PLC,Planned,2019-05-01,2020-07-07,2019-12-25 02:43:00
3876,PRJ-003876,Incentivize User-Centric Functionalities Program,Day LLC,Completed,2025-06-03,,2025-07-27 21:37:00
187,PRJ-000187,Re-Intermediate Efficient Roi Program,"Jones, Graham and Anderson",Planned,2020-05-05,2020-11-15,2020-07-11 22:11:00
2306,PRJ-002306,Target Back-End Niches Program,Gomez Inc,Active,2018-09-06,2019-09-08,2018-10-21 04:21:00
