position_history_id,employee_id,effective_start_date,effective_end_date,job_title,cost_centre,fte,updated_at
659,256,2015-10-10,2016-08-13,Project Coordinator,CC-150-SALES,0.74,2016-09-12 13:00:00
660,256,2016-10-13,2018-07-24,Project Manager,CC-100-FIN,0.4,2018-07-24 16:52:00
661,256,2018-07-25,,Manager,CC-110-HR,0.32,2018-08-05 22:31:00
662,257,2015-02-21,2016-05-12,Engineer,CC-140-OPS,0.25,2016-06-06 18:12:00
663,257,2016-05-13,2017-08-24,Senior Engineer,CC-160-MKT,0.62,2017-09-08 00:08:00
664,257,2017-08-25,2018-11-27,Project Coordinator,CC-160-MKT,0.43,2018-11-27 10:53:00
665,257,2018-11-28,2019-07-22,Project Manager,CC-150-SALES,0.99,2019-07-24 21:41:00
666,258,2020-06-30,2020-11-06,Analyst,CC-110-HR,0.3,2020-11-25 11:03:00
667,258,2020-11-07,2022-09-10,Analyst,CC-140-OPS,0.7,2022-09-18 12:59:00
668,258,2022-09-11,2024-07-25,Manager,CC-130-PMO,0.63,2024-07-27 02:12:00
669,258,2024-07-26,2026-02-16,Project Manager,CC-100-FIN,0.67,2026-02-18 16:02:00
670,259,2022-02-16,2022-11-18,Senior Analyst,CC-160-MKT,0.34,2022-11-19 18:39:00
671,260,2022-12-07,2023-09-20,Manager,CC-100-FIN,0.58,2023-10-08 20:18:00
672,260,2023-09-21,,Manager,CC-150-SALES,0.24,2023-10-20 02:27:00
673,261,2023-03-25,2023-12-23,Senior Engineer,CC-100-FIN,0.57,2023-12-26 21:36:00
674,261,2023-12-03,,Manager,CC-100-FIN,0.26,2023-12-13 20:12:00
675,262,2018-01-11,,Director,CC-150-SALES,0.96,2018-01-23 00:41:00
676,263,2023-09-08,2025-06-27,Project Manager,CC-150-SALES,0.72,2025-06-29 15:14:00
677,263,2025-06-14,2026-02-28,Lead Engineer,CC-130-PMO,0.56,2026-03-24 14:59:00
678,264,2024-04-05,2024-10-02,Senior Engineer,CC-110-HR,0.6,2024-10-19 06:24:00
679,264,2024-10-03,2025-10-01,Senior Manager,CC-160-MKT,1.0,2025-10-09 22:52:00
680,265,2018-08-13,2019-07-20,Lead Engineer,CC-150-SALES,0.36,2019-08-01 15:09:00
681,265,2019-07-21,,Senior Manager,CC-120-ENG,0.5,2019-07-28 14:51:00
682,266,2025-06-25,2026-01-16,Engineer,CC-160-MKT,0.91,2026-01-24 19:38:00
683,266,2025-06-25,2026-01-16,Senior Manager,CC-160-MKT,0.23,2026-01-25 00:38:00
684,267,2023-06-01,2023-12-28,Analyst,CC-150-SALES,0.58,2024-01-17 10:30:00
685,267,2024-03-25,2025-06-22,Senior Manager,CC-150-SALES,0.67,2025-07-12 00:22:00
686,267,2025-06-23,,Project Coordinator,CC-110-HR,0.88,2025-06-23 09:57:00
687,268,2022-06-29,2024-03-30,Manager,CC-130-PMO,0.68,2024-04-11 13:30:00
688,268,2024-06-21,2026-02-28,Senior Manager,CC-130-PMO,0.71,2026-03-27 02:47:00
689,268,2026-02-07,,Project Coordinator,CC-160-MKT,0.28,2026-02-28 11:16:00
690,269,2020-07-17,2020-12-06,Analyst,CC-100-FIN,0.49,2020-12-10 15:41:00
691,269,2020-12-07,2022-06-01,Analyst,CC-130-PMO,0.58,2022-06-24 08:35:00
692,270,2020-06-20,2021-02-12,Project Manager,CC-120-ENG,0.98,2021-02-12 18:12:00
693,270,2021-04-21,2022-04-06,Engineer,CC-100-FIN,0.27,2022-04-18 00:50:00
694,270,2022-04-07,,Senior Manager,CC-160-MKT,0.73,2022-04-28 18:15:00
695,271,2017-11-24,2019-01-29,Engineer,CC-120-ENG,0.8,2019-01-31 17:02:00
696,271,2019-01-30,,Senior Engineer,CC-110-HR,0.7,2019-02-03 04:31:00
697,272,2022-11-12,2024-04-18,Manager,CC-150-SALES,0.43,2024-04-19 07:55:00
698,272,2022-11-12,2024-04-18,Manager,CC-150-SALES,0.93,2024-04-19 10:55:00
699,272,2024-04-19,2025-09-07,Project Manager,CC-100-FIN,0.57,2025-09-13 11:23:00
700,273,2015-02-11,2015-12-04,Lead Engineer,CC-140-OPS,0.62,2015-12-25 18:07:00
701,273,2015-12-05,2016-09-20,Analyst,CC-100-FIN,0.9,2016-09-28 19:56:00
702,273,2016-09-21,,Director,CC-160-MKT,0.64,2016-10-13 10:26:00
703,274,2015-12-17,2016-09-01,Lead Engineer,CC-110-HR,0.82,2016-09-01 16:43:00
704,274,2016-08-20,,Senior Analyst,CC-120-ENG,0.82,2016-09-14 23:11:00
705,275,2020-06-24,2021-05-11,Director,CC-140-OPS,0.86,2021-06-08 09:18:00
706,275,2021-06-24,2022-03-04,Senior Engineer,CC-100-FIN,0.26,2022-03-19 11:45:00
707,275,2022-03-05,2023-01-15,Lead Engineer,CC-140-OPS,0.31,2023-01-20 12:44:00
708,275,2023-01-16,2024-05-21,Engineer,CC-100-FIN,0.34,2024-06-20 23:15:00
709,275,2024-05-22,,Manager,CC-100-FIN,0.42,2024-06-20 01:55:00
710,276,2022-09-29,2023-04-22,Engineer,CC-160-MKT,0.79,2023-04-23 05:34:00
711,276,2023-04-23,2023-11-14,Project Manager,CC-110-HR,0.98,2023-11-18 23:47:00
712,276,2023-11-15,2024-03-24,Director,CC-130-PMO,0.72,2024-04-13 15:07:00
713,276,2024-03-25,,Director,CC-110-HR,0.92,2024-04-08 21:04:00
714,277,2020-07-03,2021-08-02,Director,CC-130-PMO,0.72,2021-08-13 20:46:00
715,277,2021-08-03,2022-01-16,Senior Manager,CC-110-HR,0.68,2022-02-09 06:39:00
716,277,2022-01-17,2022-11-25,Manager,CC-160-MKT,0.27,2022-12-25 09:42:00
717,277,2022-11-26,,Engineer,CC-110-HR,0.68,2022-12-02 13:33:00
718,278,2016-01-17,2017-05-10,Lead Engineer,CC-130-PMO,0.64,2017-06-06 20:34:00
719,278,2017-05-11,2019-03-24,Senior Engineer,CC-120-ENG,0.26,2019-04-23 00:20:00
720,278,2019-03-25,2020-12-02,Senior Analyst,CC-100-FIN,0.39,2020-12-10 17:06:00
721,278,2020-12-03,,Project Manager,CC-160-MKT,0.89,2020-12-23 09:38:00
722,279,2022-10-04,2024-02-27,Senior Analyst,CC-110-HR,0.82,2024-03-08 01:08:00
723,279,2024-04-09,,Director,CC-110-HR,0.98,2024-04-12 09:28:00
724,280,2021-07-10,2022-09-01,Analyst,CC-140-OPS,0.62,2022-09-24 09:40:00
725,280,2022-09-22,2023-07-28,Engineer,CC-130-PMO,0.58,2023-08-26 04:48:00
726,280,2023-07-29,2025-07-16,Lead Engineer,CC-160-MKT,0.99,2025-08-02 04:29:00
727,280,2025-07-17,2026-02-28,Manager,CC-100-FIN,0.89,2026-03-27 16:27:00
728,281,2020-12-14,2022-08-29,Senior Manager,CC-100-FIN,0.25,2022-09-09 12:43:00
729,281,2022-08-30,2024-05-01,Lead Engineer,CC-130-PMO,0.48,2024-05-23 23:34:00
730,282,2021-03-04,2022-10-14,Lead Engineer,CC-120-ENG,0.56,2022-11-01 08:58:00
731,282,2022-12-12,,Project Coordinator,CC-130-PMO,0.5,2023-01-09 08:44:00
732,283,2020-02-02,2021-02-21,Senior Analyst,CC-100-FIN,0.95,2021-03-06 15:04:00
733,283,2021-02-22,,Analyst,CC-120-ENG,0.26,2021-02-26 13:20:00
734,284,2017-08-02,2018-12-14,Project Coordinator,CC-160-MKT,0.21,2019-01-09 11:48:00
735,284,2018-12-15,2020-07-05,Senior Analyst,CC-100-FIN,0.9,2020-07-08 23:47:00
736,285,2018-07-16,2019-11-16,Manager,CC-130-PMO,0.43,2019-12-08 20:24:00
737,285,2019-11-17,2021-02-09,Senior Analyst,CC-100-FIN,0.66,2021-02-16 11:08:00
738,285,2021-02-10,2022-02-05,Project Coordinator,CC-100-FIN,0.51,2022-03-05 12:14:00
739,285,2021-02-10,2022-02-05,Engineer,CC-100-FIN,0.37,2022-03-05 17:14:00
740,286,2022-09-27,2023-04-22,Senior Manager,CC-150-SALES,0.92,2023-05-05 22:39:00
741,286,2023-04-23,2023-08-27,Senior Analyst,CC-120-ENG,0.62,2023-09-19 09:24:00
742,286,2023-08-28,,Senior Engineer,CC-120-ENG,0.69,2023-09-14 20:56:00
743,287,2023-04-14,2023-12-23,Project Coordinator,CC-130-PMO,0.56,2024-01-22 03:48:00
744,287,2023-12-24,2025-09-26,Project Manager,CC-160-MKT,0.94,2025-10-04 13:47:00
745,287,2025-09-27,2026-02-28,Senior Engineer,CC-130-PMO,0.69,2026-03-13 13:32:00
746,288,2021-08-11,,Senior Engineer,CC-130-PMO,0.46,2021-09-07 10:04:00
747,289,2021-09-10,2022-09-06,Analyst,CC-120-ENG,0.63,2022-09-28 01:25:00
748,289,2022-09-07,2024-04-05,Lead Engineer,CC-140-OPS,0.43,2024-05-02 00:39:00
749,289,2024-04-06,2025-10-29,Manager,CC-120-ENG,0.83,2025-11-04 10:58:00
750,290,2024-05-03,2025-05-02,Manager,CC-110-HR,0.63,2025-05-22 15:04:00
751,290,2025-05-03,2026-02-28,Engineer,CC-160-MKT,0.43,2026-03-11 13:20:00
752,291,2019-01-18,2019-08-16,Director,CC-120-ENG,0.83,2019-08-18 16:02:00
753,291,2019-08-17,,Project Manager,CC-100-FIN,0.6,2019-08-23 15:19:00
754,292,2022-12-10,2023-09-30,Manager,CC-120-ENG,0.41,2023-10-11 04:35:00
755,292,2023-10-01,2024-04-10,Director,CC-100-FIN,0.55,2024-05-04 18:26:00
756,292,2024-04-11,,Director,CC-130-PMO,0.46,2024-04-27 11:40:00
757,293,2015-07-06,2017-04-23,Analyst,CC-130-PMO,0.34,2017-05-14 17:41:00
758,293,2017-05-26,2017-10-15,Senior Engineer,CC-120-ENG,0.47,2017-10-28 00:25:00
759,293,2017-10-16,,Project Manager,CC-150-SALES,0.73,2017-11-13 13:21:00
760,294,2018-04-11,2019-12-14,Senior Engineer,CC-160-MKT,0.72,2019-12-24 17:28:00
761,294,2019-12-15,2020-10-06,Project Coordinator,CC-100-FIN,0.37,2020-10-20 02:30:00
762,294,2020-10-07,2021-06-02,Senior Manager,CC-140-OPS,0.46,2021-06-25 22:43:00
763,294,2021-06-03,,Analyst,CC-160-MKT,0.68,2021-06-25 17:23:00
764,295,2022-02-25,2023-11-19,Manager,CC-120-ENG,0.81,2023-11-23 10:55:00
765,295,2023-10-15,2025-09-19,Manager,CC-140-OPS,0.51,2025-10-09 10:28:00
766,295,2025-09-20,,Manager,CC-130-PMO,0.42,2025-10-16 17:35:00
767,296,2016-02-25,2017-01-18,Engineer,CC-100-FIN,0.57,2017-02-05 05:12:00
768,296,2017-01-19,,Project Manager,CC-150-SALES,0.62,2017-01-24 15:32:00
769,297,2018-03-10,2018-10-25,Lead Engineer,CC-150-SALES,0.58,2018-11-22 05:22:00
770,297,2018-10-26,2020-04-04,Analyst,CC-100-FIN,0.79,2020-04-17 20:17:00
771,297,2020-04-05,2022-02-07,Analyst,CC-150-SALES,0.88,2022-03-09 19:43:00
772,297,2022-02-08,2023-11-28,Senior Analyst,CC-140-OPS,0.92,2023-12-25 01:02:00
773,297,2023-11-29,,Director,CC-120-ENG,0.44,2023-12-20 18:01:00
774,298,2018-10-27,2019-10-18,Manager,CC-150-SALES,0.95,2019-11-03 06:10:00
775,298,2019-10-19,2020-08-24,Director,CC-150-SALES,0.54,2020-09-06 21:49:00
776,298,2020-08-25,,Director,CC-160-MKT,0.39,2020-08-26 13:57:00
777,299,2017-10-31,2018-03-24,Senior Analyst,CC-150-SALES,0.91,2018-04-18 23:44:00
778,299,2018-03-25,2019-09-04,Senior Engineer,CC-150-SALES,0.9,2019-09-30 11:13:00
779,299,2019-09-05,2020-04-01,Senior Engineer,CC-160-MKT,0.48,2020-04-14 21:02:00
780,299,2020-04-02,2021-04-16,Manager,CC-100-FIN,0.68,2021-05-13 05:53:00
781,299,2021-04-17,,Engineer,CC-110-HR,0.48,2021-05-08 17:42:00
782,300,2016-04-12,2017-07-23,Director,CC-110-HR,0.77,2017-08-14 12:17:00
783,301,2020-07-07,2022-02-18,Senior Analyst,CC-160-MKT,0.59,2022-03-10 13:36:00
784,301,2022-01-31,2024-01-21,Senior Engineer,CC-140-OPS,0.47,2024-02-16 13:22:00
785,302,2015-08-08,2016-04-25,Engineer,CC-160-MKT,0.27,2016-04-28 13:33:00
786,302,2016-04-26,2017-04-26,Senior Manager,CC-120-ENG,0.3,2017-05-01 13:29:00
787,302,2017-04-27,,Senior Analyst,CC-130-PMO,0.41,2017-05-17 18:55:00
788,303,2021-04-24,2022-03-15,Engineer,CC-160-MKT,0.62,2022-04-13 05:56:00
789,303,2022-03-16,,Senior Analyst,CC-160-MKT,0.25,2022-04-06 12:25:00
790,304,2017-10-13,2018-09-07,Director,CC-160-MKT,0.25,2018-09-07 15:56:00
791,304,2018-11-29,2019-04-18,Project Manager,CC-160-MKT,0.92,2019-05-05 15:34:00
792,304,2019-04-19,2020-04-28,Director,CC-110-HR,0.3,2020-05-05 10:28:00
793,304,2020-04-29,2021-09-30,Senior Manager,CC-150-SALES,0.3,2021-10-19 17:31:00
794,305,2021-09-07,2022-04-01,Manager,CC-150-SALES,0.97,2022-04-23 04:19:00
795,305,2022-05-04,2023-07-24,Lead Engineer,CC-160-MKT,0.6,2023-08-01 23:12:00
796,305,2023-06-18,2023-11-30,Director,CC-150-SALES,0.99,2023-12-04 23:37:00
797,305,2023-12-01,,Project Coordinator,CC-150-SALES,0.77,2023-12-04 08:45:00
798,306,2023-09-13,2024-07-30,Senior Manager,CC-130-PMO,0.27,2024-08-06 14:30:00
799,306,2024-07-31,2025-03-17,Senior Manager,CC-160-MKT,0.25,2025-03-26 23:46:00
800,306,2025-03-18,2026-02-28,Engineer,CC-150-SALES,0.58,2026-03-02 01:33:00
801,307,2025-03-10,2026-02-28,Engineer,CC-120-ENG,0.78,2026-03-20 11:00:00
802,308,2021-08-07,2023-02-02,Project Coordinator,CC-120-ENG,0.32,2023-02-08 16:54:00
803,308,2023-02-18,,Senior Engineer,CC-120-ENG,0.43,2023-03-20 06:43:00
804,309,2021-05-18,2022-05-06,Project Manager,CC-140-OPS,0.43,2022-05-24 08:51:00
805,309,2022-03-25,2023-09-15,Senior Manager,CC-140-OPS,0.77,2023-09-24 23:34:00
806,310,2025-10-07,2026-02-28,Project Coordinator,CC-150-SALES,0.6,2026-03-15 19:23:00
807,311,2017-05-01,2018-05-01,Engineer,CC-100-FIN,0.45,2018-05-19 15:35:00
808,311,2018-03-31,,Analyst,CC-130-PMO,0.32,2018-04-10 09:01:00
809,312,2022-05-29,2023-11-29,Senior Engineer,CC-100-FIN,0.68,2023-12-02 04:41:00
810,312,2023-11-30,2023-12-31,Analyst,CC-140-OPS,0.22,2024-01-02 14:10:00
811,312,2023-11-30,2023-12-31,Lead Engineer,CC-140-OPS,0.97,2024-01-02 16:10:00
812,313,2021-03-10,2021-06-13,Lead Engineer,CC-120-ENG,0.59,2021-07-02 16:05:00
813,314,2020-01-20,2021-07-23,Lead Engineer,CC-100-FIN,0.86,2021-08-12 13:57:00
814,314,2021-07-24,2023-07-11,Manager,CC-130-PMO,0.51,2023-08-07 09:32:00
815,314,2023-07-12,2025-06-13,Engineer,CC-120-ENG,0.78,2025-06-13 01:55:00
816,314,2025-06-14,,Project Manager,CC-100-FIN,1.0,2025-06-24 00:31:00
817,315,2018-04-07,2019-04-03,Senior Analyst,CC-110-HR,0.21,2019-04-17 23:34:00
818,315,2019-06-16,2020-12-08,Analyst,CC-130-PMO,0.83,2021-01-02 14:58:00
819,315,2020-12-09,2021-07-16,Project Coordinator,CC-120-ENG,0.61,2021-07-22 05:45:00
820,316,2018-03-04,2019-04-21,Project Manager,CC-140-OPS,0.91,2019-05-17 14:03:00
821,316,2019-06-25,2020-03-19,Project Coordinator,CC-120-ENG,0.62,2020-03-21 15:45:00
822,316,2020-02-08,2021-10-21,Senior Engineer,CC-110-HR,0.5,2021-11-05 03:48:00
823,317,2015-10-19,2017-08-01,Project Coordinator,CC-120-ENG,0.5,2017-08-25 14:51:00
824,317,2017-08-02,2019-06-09,Manager,CC-140-OPS,0.81,2019-07-04 11:17:00
825,317,2019-06-10,2021-02-09,Project Manager,CC-150-SALES,0.34,2021-02-21 03:54:00
826,318,2023-11-01,2024-10-10,Director,CC-140-OPS,0.92,2024-11-09 08:24:00
827,318,2024-09-23,,Senior Manager,CC-120-ENG,0.29,2024-10-03 19:15:00
828,319,2022-06-01,2023-09-17,Senior Manager,CC-100-FIN,0.26,2023-10-09 01:11:00
829,319,2023-09-18,2024-04-17,Lead Engineer,CC-160-MKT,0.2,2024-05-06 05:24:00
830,319,2024-04-18,2025-02-03,Manager,CC-120-ENG,0.33,2025-02-08 16:36:00
831,320,2019-10-08,2020-03-12,Project Coordinator,CC-160-MKT,0.66,2020-04-10 06:43:00
832,321,2016-09-02,2017-10-02,Director,CC-110-HR,0.57,2017-10-21 17:53:00
833,321,2017-10-24,2018-11-01,Director,CC-130-PMO,0.58,2018-11-05 12:38:00
834,322,2016-08-05,2018-07-22,Director,CC-100-FIN,0.97,2018-08-12 11:25:00
835,322,2018-07-23,2018-09-13,Analyst,CC-110-HR,0.43,2018-10-05 05:39:00
836,323,2018-06-13,2019-03-28,Senior Engineer,CC-140-OPS,0.44,2019-04-09 17:31:00
837,323,2019-03-29,2020-12-10,Engineer,CC-130-PMO,0.68,2021-01-03 17:27:00
838,323,2020-12-11,2022-07-18,Project Manager,CC-120-ENG,0.55,2022-08-02 14:05:00
839,324,2021-05-20,2022-12-20,Engineer,CC-130-PMO,0.69,2022-12-22 20:17:00
840,324,2022-12-21,,Senior Manager,CC-110-HR,0.48,2023-01-04 19:52:00
841,325,2016-05-24,2017-05-12,Engineer,CC-110-HR,0.97,2017-05-18 05:31:00
842,325,2017-05-13,,Project Coordinator,CC-140-OPS,0.89,2017-05-23 08:59:00
843,326,2022-11-06,2023-05-29,Lead Engineer,CC-140-OPS,0.3,2023-06-25 05:55:00
844,326,2023-05-30,2024-12-13,Director,CC-140-OPS,0.77,2024-12-19 22:40:00
845,327,2020-08-11,,Manager,CC-110-HR,0.87,2020-08-16 14:16:00
846,328,2015-11-26,2017-09-11,Senior Engineer,CC-110-HR,0.47,2017-10-11 11:33:00
847,328,2017-12-09,,Manager,CC-140-OPS,0.93,2018-01-08 15:13:00
848,329,2023-03-28,2024-03-04,Director,CC-120-ENG,0.69,2024-03-31 17:08:00
849,329,2024-03-05,2025-10-18,Director,CC-160-MKT,0.41,2025-11-03 22:32:00
850,329,2024-03-05,2025-10-18,Manager,CC-160-MKT,0.43,2025-11-04 06:32:00
851,329,2025-10-19,2026-02-28,Project Manager,CC-110-HR,0.69,2026-03-24 00:36:00
852,330,2015-04-16,2015-12-05,Engineer,CC-110-HR,0.26,2015-12-18 05:32:00
853,330,2015-11-18,2017-10-21,Project Coordinator,CC-140-OPS,0.46,2017-11-13 13:31:00
854,330,2015-11-18,2017-10-21,Project Coordinator,CC-140-OPS,0.96,2017-11-13 17:31:00
855,330,2017-10-22,2019-03-20,Manager,CC-130-PMO,0.53,2019-04-13 19:23:00
856,331,2024-08-25,2025-10-23,Lead Engineer,CC-140-OPS,0.88,2025-10-29 19:50:00
857,331,2025-10-24,2026-02-28,Senior Engineer,CC-150-SALES,0.94,2026-02-28 18:05:00
858,332,2023-07-30,2025-02-15,Project Manager,CC-120-ENG,0.49,2025-03-13 04:35:00
859,332,2025-02-16,2026-02-28,Analyst,CC-150-SALES,0.58,2026-03-18 07:00:00
860,333,2021-06-18,2022-11-17,Project Coordinator,CC-160-MKT,0.51,2022-12-13 01:55:00
861,333,2022-11-18,2023-10-25,Senior Manager,CC-160-MKT,0.77,2023-10-28 23:30:00
862,333,2023-10-26,2025-06-18,Senior Analyst,CC-110-HR,0.78,2025-06-30 17:31:00
863,333,2025-06-19,2025-12-04,Senior Analyst,CC-130-PMO,0.57,2026-01-03 22:30:00
864,333,2025-12-05,2025-12-12,Senior Manager,CC-130-PMO,0.49,2026-01-01 18:37:00
865,333,2025-12-05,2025-12-12,Senior Manager,CC-130-PMO,0.74,2026-01-01 22:37:00
866,334,2020-04-11,2021-10-05,Engineer,CC-130-PMO,0.58,2021-10-21 17:32:00
867,334,2021-10-06,,Senior Engineer,CC-110-HR,0.71,2021-10-07 16:15:00
868,335,2025-04-10,2026-02-28,Senior Analyst,CC-160-MKT,0.58,2026-03-14 00:42:00
869,335,2026-02-02,2026-02-28,Engineer,CC-110-HR,0.48,2026-03-03 21:51:00
870,336,2019-11-21,2021-07-25,Analyst,CC-120-ENG,0.7,2021-08-24 03:56:00
871,336,2021-10-18,,Senior Manager,CC-160-MKT,0.61,2021-10-27 18:38:00
872,337,2025-11-13,2026-02-22,Analyst,CC-140-OPS,0.78,2026-03-14 01:52:00
873,337,2025-11-13,2026-02-22,Manager,CC-140-OPS,0.49,2026-03-14 03:52:00
874,338,2018-09-27,2019-06-11,Project Manager,CC-160-MKT,0.54,2019-07-09 09:44:00
875,339,2024-08-14,2025-04-11,Manager,CC-160-MKT,0.8,2025-05-05 15:50:00
876,339,2025-04-28,2026-02-28,Director,CC-120-ENG,0.21,2026-03-30 14:44:00
877,339,2025-04-28,2026-02-28,Senior Manager,CC-120-ENG,0.62,2026-03-30 20:44:00
878,340,2022-10-12,2023-10-19,Senior Engineer,CC-150-SALES,0.84,2023-11-17 05:29:00
879,340,2024-01-08,2024-08-19,Lead Engineer,CC-100-FIN,0.46,2024-09-07 15:26:00
880,340,2024-08-20,2026-02-28,Senior Manager,CC-120-ENG,0.25,2026-03-23 10:27:00
881,341,2025-08-07,2026-02-28,Analyst,CC-110-HR,0.87,2026-03-07 19:29:00
882,341,2026-01-25,2026-02-28,Senior Engineer,CC-140-OPS,0.6,2026-03-01 06:15:00
883,342,2021-03-03,2021-11-28,Analyst,CC-120-ENG,0.7,2021-12-13 02:47:00
884,343,2017-10-30,2018-12-25,Manager,CC-120-ENG,0.66,2019-01-02 18:37:00
885,343,2018-12-26,,Project Coordinator,CC-150-SALES,0.95,2018-12-28 17:04:00
886,344,2019-07-14,2019-12-10,Project Manager,CC-130-PMO,0.99,2020-01-08 10:11:00
887,344,2019-12-11,2021-03-25,Manager,CC-160-MKT,0.69,2021-04-19 05:25:00
888,345,2015-01-05,2016-01-19,Lead Engineer,CC-140-OPS,0.86,2016-02-06 06:07:00
889,345,2016-01-20,2016-11-30,Senior Manager,CC-150-SALES,0.81,2016-12-21 11:08:00
890,345,2016-12-01,2018-07-06,Engineer,CC-120-ENG,1.0,2018-07-22 13:58:00
891,345,2018-07-07,2019-04-06,Senior Engineer,CC-130-PMO,0.58,2019-04-15 07:46:00
892,345,2019-04-07,2020-12-04,Senior Engineer,CC-120-ENG,0.62,2020-12-16 13:40:00
893,346,2020-03-07,2020-07-20,Manager,CC-140-OPS,0.83,2020-07-20 21:31:00
894,346,2020-08-27,2021-09-25,Senior Engineer,CC-110-HR,0.46,2021-10-15 15:40:00
895,346,2021-09-26,2022-04-14,Analyst,CC-130-PMO,0.59,2022-05-02 06:01:00
896,346,2022-04-15,,Analyst,CC-140-OPS,0.9,2022-04-17 18:42:00
897,347,2020-10-24,,Manager,CC-110-HR,0.57,2020-11-10 07:24:00
898,348,2020-08-03,2020-12-18,Director,CC-140-OPS,0.71,2021-01-09 19:27:00
899,348,2021-01-07,2021-11-15,Manager,CC-120-ENG,0.28,2021-11-23 13:45:00
900,348,2021-11-16,2023-08-25,Engineer,CC-120-ENG,0.65,2023-09-16 23:41:00
901,348,2023-08-26,2023-12-25,Manager,CC-120-ENG,0.58,2024-01-05 14:54:00
902,348,2023-12-26,,Senior Manager,CC-160-MKT,0.94,2024-01-06 17:37:00
903,349,2015-07-31,2016-02-21,Senior Engineer,CC-100-FIN,0.43,2016-03-03 06:35:00
904,349,2016-03-25,2016-08-01,Project Manager,CC-110-HR,0.3,2016-08-19 05:22:00
905,349,2016-08-25,,Director,CC-120-ENG,0.9,2016-09-11 16:11:00
906,350,2016-06-20,2017-02-02,Lead Engineer,CC-160-MKT,0.89,2017-03-01 16:04:00
907,350,2017-02-03,2018-07-11,Engineer,CC-120-ENG,0.35,2018-07-30 00:02:00
908,350,2018-07-12,2019-12-15,Manager,CC-160-MKT,0.29,2019-12-17 10:44:00
909,350,2019-12-16,,Manager,CC-130-PMO,0.72,2019-12-30 05:40:00
910,351,2024-11-16,2026-01-29,Engineer,CC-110-HR,0.69,2026-02-09 01:38:00
911,351,2025-12-28,2026-02-28,Director,CC-140-OPS,0.55,2026-03-08 20:36:00
912,352,2015-04-29,2017-01-29,Project Coordinator,CC-160-MKT,0.91,2017-02-10 07:39:00
913,352,2017-01-30,2017-11-10,Director,CC-130-PMO,0.53,2017-11-27 04:32:00
914,352,2017-11-11,2019-07-02,Manager,CC-160-MKT,0.93,2019-08-01 03:06:00
915,352,2019-07-03,2019-12-04,Manager,CC-130-PMO,0.5,2019-12-13 05:10:00
916,353,2023-12-18,2025-04-10,Project Coordinator,CC-110-HR,0.21,2025-04-27 16:03:00
917,353,2025-04-11,2026-02-28,Senior Manager,CC-100-FIN,0.23,2026-03-23 21:59:00
918,354,2018-06-26,2020-04-06,Project Manager,CC-120-ENG,0.62,2020-04-27 01:02:00
919,354,2020-05-17,2021-03-30,Senior Manager,CC-140-OPS,0.91,2021-04-03 03:00:00
920,354,2021-03-31,,Director,CC-120-ENG,0.94,2021-04-13 10:03:00
921,355,2019-07-30,2020-11-22,Project Coordinator,CC-120-ENG,0.62,2020-12-01 17:34:00
922,355,2020-11-23,2021-02-03,Director,CC-130-PMO,0.37,2021-02-04 14:41:00
923,356,2025-08-15,2026-02-27,Project Manager,CC-130-PMO,0.32,2026-03-01 20:02:00
924,357,2020-08-03,2021-10-04,Director,CC-140-OPS,0.31,2021-10-15 19:16:00
925,357,2021-10-05,2022-05-31,Senior Manager,CC-140-OPS,0.85,2022-06-07 03:01:00
926,357,2022-06-01,,Manager,CC-110-HR,0.42,2022-06-20 19:55:00
927,358,2020-09-15,2021-11-06,Manager,CC-160-MKT,0.21,2021-12-04 09:57:00
928,358,2021-11-07,2023-10-04,Senior Analyst,CC-110-HR,0.24,2023-10-14 07:44:00
929,358,2023-10-05,2025-03-15,Project Manager,CC-130-PMO,0.82,2025-04-08 11:34:00
930,358,2025-03-16,,Project Coordinator,CC-110-HR,0.56,2025-03-30 03:09:00
931,359,2024-05-12,2025-09-04,Senior Engineer,CC-130-PMO,0.39,2025-10-04 21:20:00
932,359,2025-09-05,2026-02-28,Project Manager,CC-110-HR,0.26,2026-03-06 20:49:00
933,360,2017-09-25,,Senior Analyst,CC-100-FIN,0.3,2017-10-08 04:01:00
934,361,2019-04-21,2019-08-21,Engineer,CC-140-OPS,0.83,2019-09-06 02:43:00
935,361,2019-08-22,2020-09-05,Project Coordinator,CC-150-SALES,0.29,2020-09-29 21:47:00
936,361,2020-09-06,,Senior Engineer,CC-110-HR,0.35,2020-09-28 07:18:00
937,362,2020-09-12,2021-07-10,Project Manager,CC-160-MKT,0.33,2021-07-21 14:12:00
938,362,2021-07-11,,Manager,CC-160-MKT,0.87,2021-07-19 04:51:00
939,363,2024-09-09,2025-01-25,Senior Engineer,CC-120-ENG,0.77,2025-02-14 10:18:00
940,364,2024-07-31,2025-11-22,Analyst,CC-130-PMO,0.64,2025-11-30 15:00:00
941,364,2025-11-23,,Manager,CC-100-FIN,0.46,2025-12-15 22:28:00
942,365,2020-09-10,2021-07-17,Engineer,CC-140-OPS,0.81,2021-07-30 08:18:00
943,365,2021-07-18,2022-04-23,Senior Analyst,CC-150-SALES,0.51,2022-05-19 18:25:00
944,365,2022-04-24,,Lead Engineer,CC-100-FIN,0.48,2022-05-10 08:10:00
945,365,2022-04-24,,Project Manager,CC-100-FIN,0.73,2022-05-10 13:10:00
